,perplexity
102,0.2565099120677198
103,0.25804603582873265
104,0.22941005198428993
105,0.3126824925195225
106,0.4574657129055948
107,0.4920946870772406
108,0.2757925740901417
109,0.24182076051944412
110,0.21059273587384542
111,0.21271900125585938
112,0.32157320876575823
113,0.12235915744750268
114,0.26563319500864907
115,0.3477261293104796
116,0.5846669709101228
117,0.2987846992258653
118,0.22615567685717555
119,0.4453677828113749
120,0.20577855335512427
121,0.30752452958814036
122,0.22282576760098127
123,0.1644580806453832
124,0.5444060516352047
125,0.5751813838262756
126,0.1530933495451783
127,0.2429660765419251
128,0.27318069303713116
129,0.24873632223080674
130,0.2556653010774817
131,0.5910296362637109
132,0.36667214631211736
133,0.3535024520418822
134,0.7842444114185607
135,0.38935718180962103
136,0.3366485453520636
137,0.23866985168492605
138,0.1759801715828368
139,0.32040490134541416
140,0.32817092868008735
141,0.28939617739352047
142,0.13788368014512986
143,0.28593409384260143
144,0.5747307092545267
145,0.3027148180290526
146,0.16140994161396702
147,0.5396663384549295
148,0.5120798410049119
149,0.1551433452601456
150,0.2710694356816604
151,0.3339369475453433
152,0.3667275246313584
153,0.19041716692534902
154,0.34441557121467076
155,0.17133002767821928
156,0.17306100480329917
157,0.17354121832858632
158,0.07954535954292512
159,0.1804513935004999
160,0.1676498726593991
161,0.19293966271236504
162,0.10964423144291231
163,0.1294613243860088
164,0.18589630627668793
165,0.11144536314537137
166,0.1592076369593128
167,0.0566574713308027
168,0.06294013432589805
169,0.04434908315310702
170,0.10432861396883754
171,0.089146882921642
172,0.11719131918907773
173,0.09946913895797939
174,0.1339765320328146
175,0.07648175480023003
176,0.24429702131978445
177,0.043685809048946256
178,0.29742495786403184
179,0.10366297307279215
180,0.27605655981785565
181,0.10988194287533246
182,0.22848392583697294
183,0.15838418771482457
184,0.12308589312686909
185,0.16341993876818564
186,0.13605071247007303
187,0.055071904915857034
188,0.10159638045211103
189,0.1803587283847627
190,0.2693826169113198
191,0.27146860273865747
192,0.24431380394967214
193,0.06075755602881448
194,0.09561651738797117
195,0.10132568259034136
196,0.10028334214342309
197,0.06374829174086609
198,0.07415320967888836
199,0.04462494090868612
200,0.28121955074796373
201,0.24407458670705462
202,0.10782247085383723
203,0.09672859717367702
204,0.12755912792144417
205,0.12642403934488838
206,0.26710553024799233
207,0.19324223329173176
208,0.3043070101277246
209,0.22812182906917106
210,0.12366032713223576
211,0.21868071337041117
212,0.09167450925590802
213,0.15405219959682268
214,0.09465390790648508
215,0.17743818677688275
216,0.23967151469822873
217,0.12411465230722839
218,0.09017797900394256
219,0.5133736057248204
220,0.05172192601052075
221,0.059629434878150256
222,0.08224631508668258
223,0.05577972672876504
224,0.0671741433131798
225,0.0668631768977759
226,0.06162475039298102
227,0.05576544576646176
228,0.10033513569633866
229,0.10969149856411499
230,0.06802307424252858
231,0.15012556888670936
232,0.06999380689897589
233,0.09523903028701637
234,0.1353883972644642
235,0.24560211451858774
236,0.16509309072373338
237,0.09600845993862596
238,0.14729638301262934
239,0.29111129105058353
240,0.2991155741343079
241,0.1521966543899893
242,0.3027767420566891
243,0.15690979508167655
244,0.19100516130246906
245,0.12632033084162794
246,0.12242355683975127
247,0.19408752727487893
248,0.23958820615675946
249,0.2932823450893991
250,0.04896553948211489
251,0.0943802915710414
252,0.08203370784074657
253,0.07289397872005485
254,0.06981732311949432
255,0.10090231850530695
256,0.07384853637485257
257,0.0729709771014857
258,0.05890945798456754
259,0.05082862537565957
260,0.048297053415763166
261,0.03504407246892173
262,0.0884421906300513
263,0.06012737088898028
264,0.04708935253497328
265,0.1409503648025255
266,0.2725188310232658
267,0.0941670018516046
268,0.2662635489289306
269,0.16044686497738136
270,0.18125797431086318
271,0.11641780502320537
272,0.16677219060225965
273,0.272652743796033
274,0.33816179241905203
275,0.20622049737768067
276,0.19849134106968652
277,0.12065926517274614
278,0.21746687926325273
279,0.13705630081190315
280,0.10309090662046111
281,0.08270405126966363
282,0.05144812237639709
283,0.22472078410104612
284,0.193628480010957
285,0.23879125079595864
286,0.1282463533013305
287,0.10141432108558199
288,0.12231523476724249
289,0.08139571173597585
290,0.3154960347127974
291,0.23561964402619331
292,0.04990045120755451
293,0.03397638123564194
294,0.019953026500735885
295,0.017395395802146323
296,0.02846763760108534
297,0.03208825126250668
298,0.03241134983190103
299,0.02598113046528367
300,0.03569203578683073
301,0.03234147177554967
302,0.04017668495977211
303,0.02824096993410669
304,0.0467880853396424
305,0.04001804663203735
306,0.028976296169322544
307,0.03165921755854306
308,0.01981049794338522
309,0.03952799825964298
310,0.04067356908173721
311,0.03175469231100199
312,0.03389387537318293
313,0.023057166149937924
314,0.028319150837919464
315,0.0328235067826482
316,0.03852265128369788
317,0.031375750770279306
318,0.026326615432083797
319,0.022178880458275145
320,0.03545924989809791
321,0.03012021968820074
322,0.020909639232755708
323,0.04968025490084506
324,0.027015249608786564
325,0.032222726574436235
326,0.03274105743216522
327,0.03576784968487463
328,0.040715653050774035
329,0.0403957198102431
330,0.033931929029683
331,0.04591820293209142
332,0.02033475286552774
333,0.04135269841289271
334,0.03727545416447144
335,0.02400215230490984
336,0.03383734801391896
337,0.04060159627863144
338,0.04866386879161543
339,0.03636433969215956
340,0.04040216295969082
341,0.040920480598080455
342,0.03342522908651021
343,0.11468456940988962
344,0.04254488148843292
345,0.051538967137222745
346,0.049550701440046065
347,0.07541640227561484
348,0.07086705412985354
349,0.06333101274077571
350,0.037959719529458175
351,0.03659089998223326
352,0.06395048704078513
353,0.04960558774395356
354,0.04998193148074373
355,0.04237162899178041
356,0.03770661630772264
357,0.051122898453829065
358,0.03895291902993669
359,0.03977555845802279
360,0.04430059319238704
361,0.030992944681443178
362,0.05452151061624869
363,0.04084502588383691
364,0.04924137461817043
365,0.04391724299533321
366,0.0291066219594455
367,0.04809962663651656
368,0.032845440577873315
369,0.05216182503225971
370,0.04057957427768833
371,0.05334501084143495
372,0.05076853311850976
373,0.04034418189961505
374,0.029043075904173304
375,0.041984534216789264
376,0.02684927354855543
377,0.032469378456902474
378,0.04735241920547059
379,0.03985135569269703
380,0.03513422825941638
381,0.03854891834404614
382,0.057928103601952725
383,0.049164375248662844
384,0.04039492969983606
385,0.04555730178115994
386,0.06199454231307041
387,0.035196575600085614
388,0.03816179748741582
389,0.04706333854700987
390,0.042233770972421064
391,0.03938781875232775
392,0.03605673857096452
393,0.03125373226978418
394,0.03946020272622755
395,0.04280625637914857
396,0.05265301624924949
397,0.05167619466987447
398,0.04981811959683275
399,0.05281641909745017
400,0.03594354646675926
401,0.049849383710047324
402,0.04645683946627155
403,0.06264612548937573
404,0.052029381103660205
405,0.08989577564099671
406,0.030269450591119792
407,0.036582194034022006
408,0.053179910598564986
409,0.05520386942134473
410,0.05319700185153
411,0.05323708081603124
412,0.051576388877718975
413,0.031181376551628753
414,0.0462352530393455
415,0.036278563780099256
416,0.038305354637525595
417,0.031205840835983413
418,0.05161637298907406
419,0.04985696171703622
420,0.030923602030447462
421,0.0369410850468151
422,0.043626679282331784
423,0.05191043735525608
424,0.05643900050483621
425,0.060043924001397915
426,0.042340282546610965
427,0.05130694634913163
428,0.052354628177889155
429,0.054000314812264506
430,0.04436435651321003
431,0.04397701329082456
432,0.1178227422972097
433,0.039723458204929625
434,0.04150894917037258
435,0.048407336159984306
436,0.04613302700149546
437,0.04685798777378155
438,0.05210198962683063
439,0.07477959684987838
440,0.03694848854972166
441,0.025350444024149797
442,0.02886542531555833
443,0.03662674050688241
444,0.026248894769166937
445,0.03335813806445275
446,0.03072577180650023
447,0.018021701221911046
448,0.026063002374581905
449,0.0324953830377952
450,0.0405007930485684
451,0.02745844954905158
452,0.04812016384694482
453,0.030816765865056633
454,0.05244738344630637
455,0.01983334809716212
456,0.02504533948394801
457,0.034103559486656526
458,0.04268892341112398
459,0.04008790555872348
460,0.02218173666407925
461,0.021823035475313526
462,0.028758450124776905
463,0.029380086731172043
464,0.0213707755404762
465,0.03184888109048295
466,0.026669163494343416
467,0.0306563726808322
468,0.02160874109539531
469,0.026626830746851904
470,0.02143513702362845
471,0.02064073570194793
472,0.029009480645867034
473,0.0441281989785808
474,0.027817148940847223
475,0.01580284839799006
476,0.058466481159437846
477,0.03906668218556028
478,0.02265057548791094
479,0.02816961634551118
480,0.018065681075150025
481,0.028033939236536763
482,0.03949016543188913
483,0.020756491804465656
484,0.03168745819313715
485,0.03153232025768591
486,0.03132781891164376
487,0.029580337103752526
488,0.05905255666182621
489,0.030471961383471437
490,0.041872356511538276
491,0.02057755810776615
492,0.03416683642001711
493,0.034502157868054585
494,0.025844162788068
495,0.03538368651939806
496,0.03412852566461892
497,0.03952489389569129
498,0.042122641142211856
499,0.056684989041295646
500,0.0500221209063086
501,0.04004197504994697
502,0.03904255450916916
503,0.05725603089330863
504,0.0412761970328087
505,0.05712924291559494
506,0.059363715442651115
507,0.05010775961766836
508,0.03139727379908121
509,0.04482790548418438
510,0.04738652258909188
511,0.04816893224555214
512,0.04359798426569182
513,0.05037424507896715
514,0.04015857451678569
515,0.045513011151010495
516,0.05321707776271433
517,0.052241338137382035
518,0.03239793211182729
519,0.04250827768428335
520,0.03413904599901484
521,0.03467681324314046
522,0.040138136893634366
523,0.06411831370981094
524,0.061170047262340266
525,0.04990305820623308
526,0.026907602417576042
527,0.07363093698358858
528,0.04988020401498308
529,0.048229165712944035
530,0.05419639060546376
531,0.06365708586112699
532,0.045002038441698936
533,0.02898912316680919
534,0.07787065897871863
535,0.04752708643565122
536,0.03957854359762106
537,0.04052438814507407
538,0.03699252827895433
539,0.06523023870278102
540,0.04250754877293835
541,0.04591103352889717
542,0.06048125691328707
543,0.02400148254284569
544,0.028037330143651604
545,0.025067239027914336
546,0.034388888382598876
547,0.02559371858043002
548,0.023894542990204704
549,0.024140680408656575
550,0.031244010587655874
551,0.030493952830711702
552,0.04622740610634914
553,0.054208302693887336
554,0.04467121253986095
555,0.038687572435815304
556,0.056096882174155004
557,0.049520675700648935
558,0.04111008841684878
559,0.041137312560528085
560,0.03714827066695251
561,0.03824777775250567
562,0.042770378705762356
563,0.03985617720177494
564,0.0686470910096156
565,0.032181454356259145
566,0.08347574476384528
567,0.03888070892185134
568,0.05242120748139774
569,0.04514547331788621
570,0.030123308549263556
571,0.04249446287455687
572,0.056784265147597934
573,0.033044311449174114
574,0.04182728704431662
575,0.04030956143790823
576,0.026409431072606102
577,0.045679961840129346
578,0.040085881832121265
579,0.04807741643890601
580,0.04845097955881689
581,0.04538135868841877
582,0.052389566812371335
583,0.03724969061880663
584,0.044522692827809726
585,0.06355891931764886
586,0.027785143453081366
587,0.03330272603220122
